Data,Município,Índice
3 de mar. de 2020,Tabatinga,0.32
3 de mar. de 2020,Tefé,0.31
4 de mar. de 2020,Autazes,0.32
4 de mar. de 2020,Boca do Acre,0.33
4 de mar. de 2020,Borba,0.37
4 de mar. de 2020,Careiro,0.3
4 de mar. de 2020,Careiro da Várzea,0.29
4 de mar. de 2020,Coari,0.33
4 de mar. de 2020,Humaitá,0.33
4 de mar. de 2020,Iranduba,0.34
4 de mar. de 2020,Itacoatiara,0.28
4 de mar. de 2020,Lábrea,0.4
4 de mar. de 2020,Manacapuru,0.35
4 de mar. de 2020,Manaus,0.35
4 de mar. de 2020,Manicoré,0.37
4 de mar. de 2020,Maués,0.2
4 de mar. de 2020,Parintins,0.24
4 de mar. de 2020,Presidente Figueiredo,0.34
4 de mar. de 2020,Rio Preto da Eva,0.31
4 de mar. de 2020,São Gabriel da Cachoeira,0.33
4 de mar. de 2020,Tabatinga,0.35
4 de mar. de 2020,Tefé,0.33
5 de mar. de 2020,Autazes,0.33
5 de mar. de 2020,Boca do Acre,0.35
5 de mar. de 2020,Borba,0.42
5 de mar. de 2020,Careiro,0.31
5 de mar. de 2020,Careiro da Várzea,0.29
5 de mar. de 2020,Coari,0.37
5 de mar. de 2020,Humaitá,0.28
5 de mar. de 2020,Iranduba,0.3
5 de mar. de 2020,Itacoatiara,0.3
5 de mar. de 2020,Lábrea,0.39
5 de mar. de 2020,Manacapuru,0.35
5 de mar. de 2020,Manaus,0.35
5 de mar. de 2020,Manicoré,0.44
5 de mar. de 2020,Maués,0.17
5 de mar. de 2020,Parintins,0.23
5 de mar. de 2020,Presidente Figueiredo,0.28
5 de mar. de 2020,Rio Preto da Eva,0.33
5 de mar. de 2020,São Gabriel da Cachoeira,0.27
5 de mar. de 2020,Tabatinga,0.3
5 de mar. de 2020,Tefé,0.31
6 de mar. de 2020,Autazes,0.27
6 de mar. de 2020,Boca do Acre,0.35
6 de mar. de 2020,Borba,0.35
6 de mar. de 2020,Careiro,0.29
6 de mar. de 2020,Careiro da Várzea,0.34
6 de mar. de 2020,Coari,0.31
6 de mar. de 2020,Humaitá,0.29
6 de mar. de 2020,Iranduba,0.3
6 de mar. de 2020,Itacoatiara,0.27
6 de mar. de 2020,Lábrea,0.35
6 de mar. de 2020,Manacapuru,0.3
6 de mar. de 2020,Manaus,0.32
6 de mar. de 2020,Manicoré,0.32
6 de mar. de 2020,Maués,0.24
6 de mar. de 2020,Parintins,0.23
6 de mar. de 2020,Presidente Figueiredo,0.24
6 de mar. de 2020,Rio Preto da Eva,0.26
6 de mar. de 2020,São Gabriel da Cachoeira,0.21
6 de mar. de 2020,Tabatinga,0.29
6 de mar. de 2020,Tefé,0.27
7 de mar. de 2020,Autazes,0.35
7 de mar. de 2020,Boca do Acre,0.33
7 de mar. de 2020,Borba,0.37
7 de mar. de 2020,Careiro,0.39
7 de mar. de 2020,Careiro da Várzea,0.4
7 de mar. de 2020,Coari,0.36
7 de mar. de 2020,Humaitá,0.34
7 de mar. de 2020,Iranduba,0.37
7 de mar. de 2020,Itacoatiara,0.32
7 de mar. de 2020,Lábrea,0.36
7 de mar. de 2020,Manacapuru,0.33
7 de mar. de 2020,Manaus,0.35
7 de mar. de 2020,Manicoré,0.34
7 de mar. de 2020,Maués,0.27
7 de mar. de 2020,Parintins,0.24
7 de mar. de 2020,Presidente Figueiredo,0.35
7 de mar. de 2020,Rio Preto da Eva,0.33
7 de mar. de 2020,São Gabriel da Cachoeira,0.28
7 de mar. de 2020,Tabatinga,0.33
7 de mar. de 2020,Tefé,0.31
8 de mar. de 2020,Autazes,0.43
8 de mar. de 2020,Boca do Acre,0.43
8 de mar. de 2020,Borba,0.41
8 de mar. de 2020,Careiro,0.41
8 de mar. de 2020,Careiro da Várzea,0.41
8 de mar. de 2020,Coari,0.39
8 de mar. de 2020,Humaitá,0.41
8 de mar. de 2020,Iranduba,0.38
8 de mar. de 2020,Itacoatiara,0.35
8 de mar. de 2020,Lábrea,0.45
8 de mar. de 2020,Manacapuru,0.42
8 de mar. de 2020,Manaus,0.43
8 de mar. de 2020,Manicoré,0.48
8 de mar. de 2020,Maués,0.32
8 de mar. de 2020,Parintins,0.32
8 de mar. de 2020,Presidente Figueiredo,0.43
8 de mar. de 2020,Rio Preto da Eva,0.32
8 de mar. de 2020,São Gabriel da Cachoeira,0.37
8 de mar. de 2020,Tabatinga,0.4
8 de mar. de 2020,Tefé,0.4
9 de mar. de 2020,Autazes,0.27
9 de mar. de 2020,Boca do Acre,0.39
9 de mar. de 2020,Borba,0.33
9 de mar. de 2020,Careiro,0.33
9 de mar. de 2020,Careiro da Várzea,0.32
9 de mar. de 2020,Coari,0.3
9 de mar. de 2020,Humaitá,0.33
9 de mar. de 2020,Iranduba,0.29
9 de mar. de 2020,Itacoatiara,0.29
9 de mar. de 2020,Lábrea,0.35
9 de mar. de 2020,Manacapuru,0.31
9 de mar. de 2020,Manaus,0.34
9 de mar. de 2020,Manicoré,0.29
9 de mar. de 2020,Maués,0.28
9 de mar. de 2020,Parintins,0.27
9 de mar. de 2020,Presidente Figueiredo,0.26
9 de mar. de 2020,Rio Preto da Eva,0.3
9 de mar. de 2020,São Gabriel da Cachoeira,0.29
9 de mar. de 2020,Tabatinga,0.33
9 de mar. de 2020,Tefé,0.28
10 de mar. de 2020,Autazes,0.34
10 de mar. de 2020,Boca do Acre,0.32
10 de mar. de 2020,Borba,0.31
10 de mar. de 2020,Careiro,0.28
10 de mar. de 2020,Careiro da Várzea,0.38
10 de mar. de 2020,Coari,0.34
10 de mar. de 2020,Humaitá,0.29
10 de mar. de 2020,Iranduba,0.32
10 de mar. de 2020,Itacoatiara,0.29
10 de mar. de 2020,Lábrea,0.35
10 de mar. de 2020,Manacapuru,0.31
10 de mar. de 2020,Manaus,0.34
10 de mar. de 2020,Manicoré,0.33
10 de mar. de 2020,Maués,0.23
10 de mar. de 2020,Parintins,0.24
10 de mar. de 2020,Presidente Figueiredo,0.28
10 de mar. de 2020,Rio Preto da Eva,0.3
10 de mar. de 2020,São Gabriel da Cachoeira,0.34
10 de mar. de 2020,Tabatinga,0.34
10 de mar. de 2020,Tefé,0.3
11 de mar. de 2020,Autazes,0.25
11 de mar. de 2020,Boca do Acre,0.33
11 de mar. de 2020,Borba,0.33
11 de mar. de 2020,Careiro,0.27
11 de mar. de 2020,Careiro da Várzea,0.26
11 de mar. de 2020,Coari,0.3
11 de mar. de 2020,Humaitá,0.27
11 de mar. de 2020,Iranduba,0.31
11 de mar. de 2020,Itacoatiara,0.29
11 de mar. de 2020,Lábrea,0.29
11 de mar. de 2020,Manacapuru,0.31
11 de mar. de 2020,Manaus,0.33
11 de mar. de 2020,Manicoré,0.33
11 de mar. de 2020,Maués,0.23
11 de mar. de 2020,Parintins,0.23
11 de mar. de 2020,Presidente Figueiredo,0.32
11 de mar. de 2020,Rio Preto da Eva,0.23
11 de mar. de 2020,São Gabriel da Cachoeira,0.3
11 de mar. de 2020,Tabatinga,0.33
11 de mar. de 2020,Tefé,0.3
12 de mar. de 2020,Autazes,0.28
12 de mar. de 2020,Boca do Acre,0.37
12 de mar. de 2020,Borba,0.39
12 de mar. de 2020,Careiro,0.4
12 de mar. de 2020,Careiro da Várzea,0.29
12 de mar. de 2020,Coari,0.35
12 de mar. de 2020,Humaitá,0.24
12 de mar. de 2020,Iranduba,0.36
12 de mar. de 2020,Itacoatiara,0.34
12 de mar. de 2020,Lábrea,0.33
12 de mar. de 2020,Manacapuru,0.31
12 de mar. de 2020,Manaus,0.34
12 de mar. de 2020,Manicoré,0.34
12 de mar. de 2020,Maués,0.33
12 de mar. de 2020,Parintins,0.21
12 de mar. de 2020,Presidente Figueiredo,0.33
12 de mar. de 2020,Rio Preto da Eva,0.34
12 de mar. de 2020,São Gabriel da Cachoeira,0.33
12 de mar. de 2020,Tabatinga,0.27
12 de mar. de 2020,Tefé,0.28
13 de mar. de 2020,Autazes,0.32
13 de mar. de 2020,Boca do Acre,0.35
13 de mar. de 2020,Borba,0.34
13 de mar. de 2020,Careiro,0.36
13 de mar. de 2020,Careiro da Várzea,0.3
13 de mar. de 2020,Coari,0.34
13 de mar. de 2020,Humaitá,0.23
13 de mar. de 2020,Iranduba,0.33
13 de mar. de 2020,Itacoatiara,0.31
13 de mar. de 2020,Lábrea,0.35
13 de mar. de 2020,Manacapuru,0.33
13 de mar. de 2020,Manaus,0.34
13 de mar. de 2020,Manicoré,0.31
13 de mar. de 2020,Maués,0.28
13 de mar. de 2020,Parintins,0.29
13 de mar. de 2020,Presidente Figueiredo,0.29
13 de mar. de 2020,Rio Preto da Eva,0.36
13 de mar. de 2020,São Gabriel da Cachoeira,0.25
13 de mar. de 2020,Tabatinga,0.32
13 de mar. de 2020,Tefé,0.32
14 de mar. de 2020,Autazes,0.52
14 de mar. de 2020,Boca do Acre,0.43
14 de mar. de 2020,Borba,0.38
14 de mar. de 2020,Careiro,0.47
14 de mar. de 2020,Careiro da Várzea,0.53
14 de mar. de 2020,Coari,0.4
14 de mar. de 2020,Humaitá,0.31
14 de mar. de 2020,Iranduba,0.42
14 de mar. de 2020,Itacoatiara,0.39
14 de mar. de 2020,Lábrea,0.4
14 de mar. de 2020,Manacapuru,0.41
14 de mar. de 2020,Manaus,0.43
14 de mar. de 2020,Manicoré,0.44
14 de mar. de 2020,Maués,0.34
14 de mar. de 2020,Parintins,0.33
14 de mar. de 2020,Presidente Figueiredo,0.4
14 de mar. de 2020,Rio Preto da Eva,0.36
14 de mar. de 2020,São Gabriel da Cachoeira,0.31
14 de mar. de 2020,Tabatinga,0.42
14 de mar. de 2020,Tefé,0.39
15 de mar. de 2020,Autazes,0.48
15 de mar. de 2020,Boca do Acre,0.41
15 de mar. de 2020,Borba,0.46
15 de mar. de 2020,Careiro,0.46
15 de mar. de 2020,Careiro da Várzea,0.51
15 de mar. de 2020,Coari,0.49
15 de mar. de 2020,Humaitá,0.41
15 de mar. de 2020,Iranduba,0.44
15 de mar. de 2020,Itacoatiara,0.42
15 de mar. de 2020,Lábrea,0.44
15 de mar. de 2020,Manacapuru,0.4
15 de mar. de 2020,Manaus,0.45
15 de mar. de 2020,Manicoré,0.46
15 de mar. de 2020,Maués,0.32
15 de mar. de 2020,Parintins,0.35
15 de mar. de 2020,Presidente Figueiredo,0.43
15 de mar. de 2020,Rio Preto da Eva,0.37
15 de mar. de 2020,São Gabriel da Cachoeira,0.4
15 de mar. de 2020,Tabatinga,0.4
15 de mar. de 2020,Tefé,0.39
16 de mar. de 2020,Autazes,0.28
16 de mar. de 2020,Boca do Acre,0.35
16 de mar. de 2020,Borba,0.33
16 de mar. de 2020,Careiro,0.3
16 de mar. de 2020,Careiro da Várzea,0.26
16 de mar. de 2020,Coari,0.35
16 de mar. de 2020,Humaitá,0.24
16 de mar. de 2020,Iranduba,0.35
16 de mar. de 2020,Itacoatiara,0.3
16 de mar. de 2020,Lábrea,0.31
16 de mar. de 2020,Manacapuru,0.34
16 de mar. de 2020,Manaus,0.35
16 de mar. de 2020,Manicoré,0.38
16 de mar. de 2020,Maués,0.23
16 de mar. de 2020,Parintins,0.25
16 de mar. de 2020,Presidente Figueiredo,0.29
16 de mar. de 2020,Rio Preto da Eva,0.33
16 de mar. de 2020,São Gabriel da Cachoeira,0.3
16 de mar. de 2020,Tabatinga,0.3
16 de mar. de 2020,Tefé,0.38
17 de mar. de 2020,Autazes,0.29
17 de mar. de 2020,Boca do Acre,0.37
17 de mar. de 2020,Borba,0.28
17 de mar. de 2020,Careiro,0.3
17 de mar. de 2020,Careiro da Várzea,0.34
17 de mar. de 2020,Coari,0.35
17 de mar. de 2020,Humaitá,0.3
17 de mar. de 2020,Iranduba,0.34
17 de mar. de 2020,Itacoatiara,0.32
17 de mar. de 2020,Lábrea,0.36
17 de mar. de 2020,Manacapuru,0.34
17 de mar. de 2020,Manaus,0.37
17 de mar. de 2020,Manicoré,0.4
17 de mar. de 2020,Maués,0.26
17 de mar. de 2020,Parintins,0.29
17 de mar. de 2020,Presidente Figueiredo,0.31
17 de mar. de 2020,Rio Preto da Eva,0.35
17 de mar. de 2020,São Gabriel da Cachoeira,0.24
17 de mar. de 2020,Tabatinga,0.37
17 de mar. de 2020,Tefé,0.32
18 de mar. de 2020,Autazes,0.34
18 de mar. de 2020,Boca do Acre,0.37
18 de mar. de 2020,Borba,0.32
18 de mar. de 2020,Careiro,0.36
18 de mar. de 2020,Careiro da Várzea,0.41
18 de mar. de 2020,Coari,0.37
18 de mar. de 2020,Humaitá,0.33
18 de mar. de 2020,Iranduba,0.36
18 de mar. de 2020,Itacoatiara,0.36
18 de mar. de 2020,Lábrea,0.42
18 de mar. de 2020,Manacapuru,0.38
18 de mar. de 2020,Manaus,0.39
18 de mar. de 2020,Manicoré,0.37
18 de mar. de 2020,Maués,0.31
18 de mar. de 2020,Parintins,0.29
18 de mar. de 2020,Presidente Figueiredo,0.37
18 de mar. de 2020,Rio Preto da Eva,0.33
18 de mar. de 2020,São Gabriel da Cachoeira,0.34
18 de mar. de 2020,Tabatinga,0.38
18 de mar. de 2020,Tefé,0.37
19 de mar. de 2020,Autazes,0.41
19 de mar. de 2020,Boca do Acre,0.39
19 de mar. de 2020,Borba,0.34
19 de mar. de 2020,Careiro,0.35
19 de mar. de 2020,Careiro da Várzea,0.37
19 de mar. de 2020,Coari,0.38
19 de mar. de 2020,Humaitá,0.34
19 de mar. de 2020,Iranduba,0.44
19 de mar. de 2020,Itacoatiara,0.45
19 de mar. de 2020,Lábrea,0.44
19 de mar. de 2020,Manacapuru,0.41
19 de mar. de 2020,Manaus,0.44
19 de mar. de 2020,Manicoré,0.39
19 de mar. de 2020,Maués,0.35
19 de mar. de 2020,Parintins,0.41
19 de mar. de 2020,Presidente Figueiredo,0.39
19 de mar. de 2020,Rio Preto da Eva,0.43
19 de mar. de 2020,São Gabriel da Cachoeira,0.25
19 de mar. de 2020,Tabatinga,0.46
19 de mar. de 2020,Tefé,0.34
20 de mar. de 2020,Autazes,0.31
20 de mar. de 2020,Boca do Acre,0.44
20 de mar. de 2020,Borba,0.37
20 de mar. de 2020,Careiro,0.34
20 de mar. de 2020,Careiro da Várzea,0.32
20 de mar. de 2020,Coari,0.39
20 de mar. de 2020,Humaitá,0.37
20 de mar. de 2020,Iranduba,0.4
20 de mar. de 2020,Itacoatiara,0.33
20 de mar. de 2020,Lábrea,0.34
20 de mar. de 2020,Manacapuru,0.4
20 de mar. de 2020,Manaus,0.4
20 de mar. de 2020,Manicoré,0.37
20 de mar. de 2020,Maués,0.29
20 de mar. de 2020,Parintins,0.28
20 de mar. de 2020,Presidente Figueiredo,0.35
20 de mar. de 2020,Rio Preto da Eva,0.33
20 de mar. de 2020,São Gabriel da Cachoeira,0.37
20 de mar. de 2020,Tabatinga,0.42
20 de mar. de 2020,Tefé,0.36
21 de mar. de 2020,Autazes,0.46
21 de mar. de 2020,Boca do Acre,0.52
21 de mar. de 2020,Borba,0.48
21 de mar. de 2020,Careiro,0.42
21 de mar. de 2020,Careiro da Várzea,0.55
21 de mar. de 2020,Coari,0.46
21 de mar. de 2020,Humaitá,0.43
21 de mar. de 2020,Iranduba,0.46
21 de mar. de 2020,Itacoatiara,0.45
21 de mar. de 2020,Lábrea,0.46
21 de mar. de 2020,Manacapuru,0.46
21 de mar. de 2020,Manaus,0.49
21 de mar. de 2020,Manicoré,0.4
21 de mar. de 2020,Maués,0.44
21 de mar. de 2020,Parintins,0.4
21 de mar. de 2020,Presidente Figueiredo,0.44
21 de mar. de 2020,Rio Preto da Eva,0.47
21 de mar. de 2020,São Gabriel da Cachoeira,0.39
21 de mar. de 2020,Tabatinga,0.45
21 de mar. de 2020,Tefé,0.46
22 de mar. de 2020,Autazes,0.53
22 de mar. de 2020,Boca do Acre,0.61
22 de mar. de 2020,Borba,0.46
22 de mar. de 2020,Careiro,0.52
22 de mar. de 2020,Careiro da Várzea,0.57
22 de mar. de 2020,Coari,0.54
22 de mar. de 2020,Humaitá,0.57
22 de mar. de 2020,Iranduba,0.49
22 de mar. de 2020,Itacoatiara,0.5
22 de mar. de 2020,Lábrea,0.58
22 de mar. de 2020,Manacapuru,0.51
22 de mar. de 2020,Manaus,0.52
22 de mar. de 2020,Manicoré,0.55
22 de mar. de 2020,Maués,0.47
22 de mar. de 2020,Parintins,0.49
22 de mar. de 2020,Presidente Figueiredo,0.46
22 de mar. de 2020,Rio Preto da Eva,0.53
22 de mar. de 2020,São Gabriel da Cachoeira,0.43
22 de mar. de 2020,Tabatinga,0.52
22 de mar. de 2020,Tefé,0.51
23 de mar. de 2020,Autazes,0.51
23 de mar. de 2020,Boca do Acre,0.49
23 de mar. de 2020,Borba,0.5
23 de mar. de 2020,Careiro,0.51
23 de mar. de 2020,Careiro da Várzea,0.63
23 de mar. de 2020,Coari,0.48
23 de mar. de 2020,Humaitá,0.42
23 de mar. de 2020,Iranduba,0.53
23 de mar. de 2020,Itacoatiara,0.44
23 de mar. de 2020,Lábrea,0.44
23 de mar. de 2020,Manacapuru,0.49
23 de mar. de 2020,Manaus,0.54
23 de mar. de 2020,Manicoré,0.43
23 de mar. de 2020,Maués,0.42
23 de mar. de 2020,Parintins,0.45
23 de mar. de 2020,Presidente Figueiredo,0.44
23 de mar. de 2020,Rio Preto da Eva,0.49
23 de mar. de 2020,São Gabriel da Cachoeira,0.36
23 de mar. de 2020,Tabatinga,0.42
23 de mar. de 2020,Tefé,0.47
24 de mar. de 2020,Autazes,0.5
24 de mar. de 2020,Boca do Acre,0.51
24 de mar. de 2020,Borba,0.44
24 de mar. de 2020,Careiro,0.5
24 de mar. de 2020,Careiro da Várzea,0.5
24 de mar. de 2020,Coari,0.48
24 de mar. de 2020,Humaitá,0.39
24 de mar. de 2020,Iranduba,0.45
24 de mar. de 2020,Itacoatiara,0.41
24 de mar. de 2020,Lábrea,0.43
24 de mar. de 2020,Manacapuru,0.43
24 de mar. de 2020,Manaus,0.46
24 de mar. de 2020,Manicoré,0.44
24 de mar. de 2020,Maués,0.4
24 de mar. de 2020,Parintins,0.42
24 de mar. de 2020,Presidente Figueiredo,0.47
24 de mar. de 2020,Rio Preto da Eva,0.43
24 de mar. de 2020,São Gabriel da Cachoeira,0.39
24 de mar. de 2020,Tabatinga,0.48
24 de mar. de 2020,Tefé,0.49
25 de mar. de 2020,Autazes,0.52
25 de mar. de 2020,Boca do Acre,0.49
25 de mar. de 2020,Borba,0.52
25 de mar. de 2020,Careiro,0.41
25 de mar. de 2020,Careiro da Várzea,0.58
25 de mar. de 2020,Coari,0.46
25 de mar. de 2020,Humaitá,0.43
25 de mar. de 2020,Iranduba,0.49
25 de mar. de 2020,Itacoatiara,0.47
25 de mar. de 2020,Lábrea,0.41
25 de mar. de 2020,Manacapuru,0.48
25 de mar. de 2020,Manaus,0.54
25 de mar. de 2020,Manicoré,0.49
25 de mar. de 2020,Maués,0.4
25 de mar. de 2020,Parintins,0.48
25 de mar. de 2020,Presidente Figueiredo,0.46
25 de mar. de 2020,Rio Preto da Eva,0.51
25 de mar. de 2020,São Gabriel da Cachoeira,0.48
25 de mar. de 2020,Tabatinga,0.53
25 de mar. de 2020,Tefé,0.49
26 de mar. de 2020,Autazes,0.44
26 de mar. de 2020,Boca do Acre,0.51
26 de mar. de 2020,Borba,0.52
26 de mar. de 2020,Careiro,0.52
26 de mar. de 2020,Careiro da Várzea,0.55
26 de mar. de 2020,Coari,0.47
26 de mar. de 2020,Humaitá,0.43
26 de mar. de 2020,Iranduba,0.5
26 de mar. de 2020,Itacoatiara,0.49
26 de mar. de 2020,Lábrea,0.44
26 de mar. de 2020,Manacapuru,0.49
26 de mar. de 2020,Manaus,0.53
26 de mar. de 2020,Manicoré,0.47
26 de mar. de 2020,Maués,0.43
26 de mar. de 2020,Parintins,0.46
26 de mar. de 2020,Presidente Figueiredo,0.47
26 de mar. de 2020,Rio Preto da Eva,0.52
26 de mar. de 2020,São Gabriel da Cachoeira,0.4
26 de mar. de 2020,Tabatinga,0.45
26 de mar. de 2020,Tefé,0.5
27 de mar. de 2020,Autazes,0.45
27 de mar. de 2020,Boca do Acre,0.51
27 de mar. de 2020,Borba,0.5
27 de mar. de 2020,Careiro,0.43
27 de mar. de 2020,Careiro da Várzea,0.52
27 de mar. de 2020,Coari,0.5
27 de mar. de 2020,Humaitá,0.41
27 de mar. de 2020,Iranduba,0.45
27 de mar. de 2020,Itacoatiara,0.45
27 de mar. de 2020,Lábrea,0.43
27 de mar. de 2020,Manacapuru,0.45
27 de mar. de 2020,Manaus,0.51
27 de mar. de 2020,Manicoré,0.46
27 de mar. de 2020,Maués,0.38
27 de mar. de 2020,Parintins,0.46
27 de mar. de 2020,Presidente Figueiredo,0.44
27 de mar. de 2020,Rio Preto da Eva,0.52
27 de mar. de 2020,São Gabriel da Cachoeira,0.26
27 de mar. de 2020,Tabatinga,0.43
27 de mar. de 2020,Tefé,0.45
28 de mar. de 2020,Autazes,0.46
28 de mar. de 2020,Boca do Acre,0.52
28 de mar. de 2020,Borba,0.58
28 de mar. de 2020,Careiro,0.5
28 de mar. de 2020,Careiro da Várzea,0.55
28 de mar. de 2020,Coari,0.51
28 de mar. de 2020,Humaitá,0.48
28 de mar. de 2020,Iranduba,0.52
28 de mar. de 2020,Itacoatiara,0.47
28 de mar. de 2020,Lábrea,0.47
28 de mar. de 2020,Manacapuru,0.49
28 de mar. de 2020,Manaus,0.54
28 de mar. de 2020,Manicoré,0.49
28 de mar. de 2020,Maués,0.4
28 de mar. de 2020,Parintins,0.44
28 de mar. de 2020,Presidente Figueiredo,0.5
28 de mar. de 2020,Rio Preto da Eva,0.53
28 de mar. de 2020,São Gabriel da Cachoeira,0.43
28 de mar. de 2020,Tabatinga,0.56
28 de mar. de 2020,Tefé,0.44
29 de mar. de 2020,Autazes,0.53
29 de mar. de 2020,Boca do Acre,0.6
29 de mar. de 2020,Borba,0.57
29 de mar. de 2020,Careiro,0.51
29 de mar. de 2020,Careiro da Várzea,0.56
29 de mar. de 2020,Coari,0.5
29 de mar. de 2020,Humaitá,0.49
29 de mar. de 2020,Iranduba,0.52
29 de mar. de 2020,Itacoatiara,0.48
29 de mar. de 2020,Lábrea,0.55
29 de mar. de 2020,Manacapuru,0.53
29 de mar. de 2020,Manaus,0.59
29 de mar. de 2020,Manicoré,0.51
29 de mar. de 2020,Maués,0.4
29 de mar. de 2020,Parintins,0.51
29 de mar. de 2020,Presidente Figueiredo,0.51
29 de mar. de 2020,Rio Preto da Eva,0.53
29 de mar. de 2020,São Gabriel da Cachoeira,0.52
29 de mar. de 2020,Tabatinga,0.64
29 de mar. de 2020,Tefé,0.56
30 de mar. de 2020,Autazes,0.42
30 de mar. de 2020,Boca do Acre,0.55
30 de mar. de 2020,Borba,0.45
30 de mar. de 2020,Careiro,0.42
30 de mar. de 2020,Careiro da Várzea,0.58
30 de mar. de 2020,Coari,0.44
30 de mar. de 2020,Humaitá,0.4
30 de mar. de 2020,Iranduba,0.46
30 de mar. de 2020,Itacoatiara,0.46
30 de mar. de 2020,Lábrea,0.43
30 de mar. de 2020,Manacapuru,0.47
30 de mar. de 2020,Manaus,0.53
30 de mar. de 2020,Manicoré,0.4
30 de mar. de 2020,Maués,0.36
30 de mar. de 2020,Parintins,0.41
30 de mar. de 2020,Presidente Figueiredo,0.42
30 de mar. de 2020,Rio Preto da Eva,0.5
30 de mar. de 2020,São Gabriel da Cachoeira,0.39
30 de mar. de 2020,Tabatinga,0.46
30 de mar. de 2020,Tefé,0.47
31 de mar. de 2020,Autazes,0.45
31 de mar. de 2020,Boca do Acre,0.45
31 de mar. de 2020,Borba,0.47
31 de mar. de 2020,Careiro,0.41
31 de mar. de 2020,Careiro da Várzea,0.45
31 de mar. de 2020,Coari,0.43
31 de mar. de 2020,Humaitá,0.39
31 de mar. de 2020,Iranduba,0.47
31 de mar. de 2020,Itacoatiara,0.47
31 de mar. de 2020,Lábrea,0.48
31 de mar. de 2020,Manacapuru,0.44
31 de mar. de 2020,Manaus,0.51
31 de mar. de 2020,Manicoré,0.43
31 de mar. de 2020,Maués,0.34
31 de mar. de 2020,Parintins,0.42
31 de mar. de 2020,Presidente Figueiredo,0.39
31 de mar. de 2020,Rio Preto da Eva,0.47
31 de mar. de 2020,São Gabriel da Cachoeira,0.32
31 de mar. de 2020,Tabatinga,0.44
31 de mar. de 2020,Tefé,0.41
1 de abr. de 2020,Autazes,0.46
1 de abr. de 2020,Boca do Acre,0.46
1 de abr. de 2020,Borba,0.43
1 de abr. de 2020,Careiro,0.43
1 de abr. de 2020,Careiro da Várzea,0.44
1 de abr. de 2020,Coari,0.45
1 de abr. de 2020,Humaitá,0.43
1 de abr. de 2020,Iranduba,0.43
1 de abr. de 2020,Itacoatiara,0.4
1 de abr. de 2020,Lábrea,0.41
1 de abr. de 2020,Manacapuru,0.43
1 de abr. de 2020,Manaus,0.47
1 de abr. de 2020,Manicoré,0.41
1 de abr. de 2020,Maués,0.33
1 de abr. de 2020,Parintins,0.4
1 de abr. de 2020,Presidente Figueiredo,0.43
1 de abr. de 2020,Rio Preto da Eva,0.42
1 de abr. de 2020,São Gabriel da Cachoeira,0.38
1 de abr. de 2020,Tabatinga,0.47
1 de abr. de 2020,Tefé,0.43
2 de abr. de 2020,Autazes,0.39
2 de abr. de 2020,Boca do Acre,0.5
2 de abr. de 2020,Borba,0.5
2 de abr. de 2020,Careiro,0.45
2 de abr. de 2020,Careiro da Várzea,0.5
2 de abr. de 2020,Coari,0.43
2 de abr. de 2020,Humaitá,0.43
2 de abr. de 2020,Iranduba,0.5
2 de abr. de 2020,Itacoatiara,0.46
2 de abr. de 2020,Lábrea,0.41
2 de abr. de 2020,Manacapuru,0.47
2 de abr. de 2020,Manaus,0.5
2 de abr. de 2020,Manicoré,0.35
2 de abr. de 2020,Maués,0.34
2 de abr. de 2020,Parintins,0.4
2 de abr. de 2020,Presidente Figueiredo,0.43
2 de abr. de 2020,Rio Preto da Eva,0.43
2 de abr. de 2020,São Gabriel da Cachoeira,0.34
2 de abr. de 2020,Tabatinga,0.41
2 de abr. de 2020,Tefé,0.47
3 de abr. de 2020,Autazes,0.39
3 de abr. de 2020,Boca do Acre,0.47
3 de abr. de 2020,Borba,0.45
3 de abr. de 2020,Careiro,0.42
3 de abr. de 2020,Careiro da Várzea,0.52
3 de abr. de 2020,Coari,0.42
3 de abr. de 2020,Humaitá,0.44
3 de abr. de 2020,Iranduba,0.45
3 de abr. de 2020,Itacoatiara,0.45
3 de abr. de 2020,Lábrea,0.43
3 de abr. de 2020,Manacapuru,0.47
3 de abr. de 2020,Manaus,0.49
3 de abr. de 2020,Manicoré,0.42
3 de abr. de 2020,Maués,0.32
3 de abr. de 2020,Parintins,0.43
3 de abr. de 2020,Presidente Figueiredo,0.4
3 de abr. de 2020,Rio Preto da Eva,0.43
3 de abr. de 2020,São Gabriel da Cachoeira,0.29
